,YEAR,MONTH,DAY,AIRLINE,FLIGHT_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,DEPARTURE_TIME,ELAPSED_TIME,ARRIVAL_TIME,DIVERTED,CANCELLED
2867334,2015,6,29,DL,2188,ATL,SEA,1628,307,1835,0,0
2868503,2015,6,29,B6,263,JFK,SEA,1747,362,2049,0,0
2868740,2015,6,29,DL,1419,ATL,JFK,1748,141,2009,0,0
2868744,2015,6,29,DL,916,ATL,SEA,1751,297,1948,0,0
2868823,2015,6,29,DL,2083,JFK,ATL,1755,140,2015,0,0
2869391,2015,6,29,AA,45,JFK,SEA,1828,371,2139,0,0
2869823,2015,6,29,AS,745,ATL,SEA,1858,297,2055,0,0
2870043,2015,6,29,DL,1164,ATL,SEA,1909,306,2115,0,0
2870277,2015,6,29,DL,2067,JFK,ATL,1946,151,2217,0,0
2871729,2015,6,29,DL,428,JFK,SEA,2104,356,2400,0,0
2871778,2015,6,29,DL,1750,ATL,JFK,2101,130,2311,0,0
2872174,2015,6,29,B6,264,SEA,JFK,2151,300,0551,0,0
2872232,2015,6,29,DL,2580,ATL,SEA,2205,300,0005,0,0
2872293,2015,6,29,DL,1542,SEA,JFK,2157,296,0553,0,0
2872611,2015,6,29,DL,964,SEA,ATL,2228,267,0555,0,0
2872812,2015,6,29,DL,352,SEA,ATL,2343,264,0707,0,0
2874034,2015,6,30,DL,968,SEA,ATL,0619,264,1343,0,0
2874140,2015,6,30,DL,454,JFK,ATL,0625,144,0849,0,0
2874467,2015,6,30,WN,3327,SEA,ATL,0703,276,1439,0,0
2874558,2015,6,30,AA,44,SEA,JFK,0707,318,1525,0,0
2874897,2015,6,30,DL,418,SEA,JFK,0703,336,1539,0,0
2874926,2015,6,30,DL,445,JFK,SEA,0707,367,1014,0,0
2875439,2015,6,30,DL,438,JFK,ATL,0740,135,0955,0,0
2876054,2015,6,30,DL,2039,ATL,SEA,0836,314,1050,0,0
2876088,2015,6,30,DL,2635,ATL,JFK,0817,117,1014,0,0
2876307,2015,6,30,WN,3670,ATL,SEA,0830,319,1049,0,0
2876565,2015,6,30,DL,1291,SEA,ATL,0841,270,1611,0,0
2877080,2015,6,30,B6,63,JFK,SEA,0928,356,1224,0,0
2877553,2015,6,30,DL,1929,ATL,SEA,0943,319,1202,0,0
2877803,2015,6,30,AS,746,SEA,ATL,1008,265,1733,0,0
2877924,2015,6,30,DL,843,ATL,JFK,1008,123,1211,0,0
2878376,2015,6,30,DL,1781,SEA,ATL,1046,268,1814,0,0
2878618,2015,6,30,DL,463,JFK,SEA,1039,356,1335,0,0
2878959,2015,6,30,DL,967,ATL,SEA,1104,318,1322,0,0
2879125,2015,6,30,DL,1473,SEA,JFK,1200,317,2017,0,0
2879607,2015,6,30,DL,2047,SEA,ATL,1205,257,1922,0,0
2880116,2015,6,30,DL,1663,ATL,JFK,1217,144,1441,0,0
2880847,2015,6,30,DL,458,JFK,ATL,1309,149,1538,0,0
2881021,2015,6,30,B6,464,SEA,JFK,1432,326,2258,0,0
2882440,2015,6,30,DL,1784,SEA,ATL,1443,275,2218,0,0
2882523,2015,6,30,DL,1109,SEA,JFK,1536,311,2347,0,0
2883475,2015,6,30,DL,1394,ATL,JFK,1709,144,1933,0,0
2883540,2015,6,30,DL,421,JFK,ATL,1606,185,1911,0,0
2883776,2015,6,30,DL,419,JFK,SEA,1557,378,1915,0,0
2884220,2015,6,30,DL,2188,ATL,SEA,1648,301,1849,0,0
2885362,2015,6,30,B6,263,JFK,SEA,1733,404,2117,0,0
2885585,2015,6,30,DL,916,ATL,SEA,1752,306,1958,0,0
2885587,2015,6,30,DL,1419,ATL,JFK,1834,123,2037,0,0
2885668,2015,6,30,DL,2083,JFK,ATL,1920,183,2223,0,0
2886213,2015,6,30,AA,45,JFK,SEA,1823,393,2156,0,0
2886632,2015,6,30,AS,745,ATL,SEA,1850,312,2102,0,0
2886849,2015,6,30,DL,1164,ATL,SEA,1910,301,2111,0,0
2887065,2015,6,30,DL,2067,JFK,ATL,1918,196,2234,0,0
2888467,2015,6,30,DL,428,JFK,SEA,2113,370,0023,0,0
2888514,2015,6,30,DL,1750,ATL,JFK,2129,138,2347,0,0
2888835,2015,6,30,DL,1542,SEA,JFK,2136,309,0545,0,0
2888893,2015,6,30,B6,264,SEA,JFK,2208,298,0606,0,0
2888966,2015,6,30,DL,2580,ATL,SEA,2151,306,2357,0,0
2889285,2015,6,30,DL,964,SEA,ATL,2229,275,0604,0,0
2889460,2015,6,30,DL,352,SEA,ATL,2348,287,0735,0,0
2890426,2015,7,1,DL,968,SEA,ATL,0610,263,1333,0,0
2890799,2015,7,1,DL,454,JFK,ATL,0640,127,0847,0,0
2891110,2015,7,1,WN,3327,SEA,ATL,0652,273,1425,0,0
2891199,2015,7,1,AA,44,SEA,JFK,0656,306,1502,0,0
2891319,2015,7,1,DL,418,SEA,JFK,0655,299,1454,0,0
2891597,2015,7,1,DL,404,JFK,SEA,0712,367,1019,0,0
2891936,2015,7,1,DL,1598,SEA,ATL,0728,271,1459,0,0
2892158,2015,7,1,DL,432,JFK,ATL,0747,137,1004,0,0
2892691,2015,7,1,DL,2039,ATL,SEA,0853,323,1116,0,0
2892692,2015,7,1,DL,2350,ATL,JFK,0814,125,1019,0,0
2892957,2015,7,1,WN,3670,ATL,SEA,0906,328,1134,0,0
2893195,2015,7,1,DL,1291,SEA,ATL,0855,269,1624,0,0
2893732,2015,7,1,B6,63,JFK,SEA,1034,391,1405,0,0
2894171,2015,7,1,DL,1929,ATL,SEA,0944,330,1214,0,0
2894274,2015,7,1,DL,843,ATL,JFK,0948,126,1154,0,0
2894458,2015,7,1,AS,746,SEA,ATL,1010,329,1839,0,0
2895288,2015,7,1,DL,458,JFK,SEA,1056,375,1411,0,0
2895639,2015,7,1,DL,967,ATL,SEA,1103,320,1323,0,0
2895795,2015,7,1,DL,1473,SEA,JFK,1134,322,1956,0,0
2896374,2015,7,1,DL,1750,SEA,ATL,1234,302,2036,0,0
2896655,2015,7,1,DL,478,ATL,JFK,1203,119,1402,0,0
2897508,2015,7,1,DL,495,JFK,ATL,1258,142,1520,0,0
2897706,2015,7,1,B6,464,SEA,JFK,1456,295,2251,0,0
2898443,2015,7,1,DL,2329,ATL,SEA,1435,302,1637,0,0
2898999,2015,7,1,DL,663,SEA,ATL,1441,305,2246,0,0
2899324,2015,7,1,DL,1109,SEA,JFK,1504,301,2305,0,0
2900197,2015,7,1,DL,1394,ATL,JFK,1548,124,1752,0,0
2900296,2015,7,1,DL,419,JFK,SEA,1559,373,1912,0,0
2900298,2015,7,1,DL,486,JFK,ATL,1545,182,1847,0,0
2900967,2015,7,1,DL,2188,ATL,SEA,1625,319,1844,0,0
2902147,2015,7,1,B6,263,JFK,SEA,1910,377,2227,0,0
2902306,2015,7,1,DL,970,ATL,SEA,1819,319,2038,0,0
2902388,2015,7,1,DL,1419,ATL,JFK,1819,243,2222,0,0
2902394,2015,7,1,DL,2595,JFK,ATL,1856,152,2128,0,0
2903036,2015,7,1,AA,45,JFK,SEA,1832,399,2211,0,0
2903419,2015,7,1,DL,442,JFK,SEA,1902,378,2220,0,0
2903489,2015,7,1,AS,745,ATL,SEA,1929,347,2216,0,0
2903632,2015,7,1,DL,1164,ATL,SEA,1917,322,2139,0,0
2904196,2015,7,1,DL,2572,JFK,ATL,2116,145,2341,0,0
2905075,2015,7,1,DL,1085,ATL,JFK,2220,147,0047,0,0
2905495,2015,7,1,DL,2821,ATL,SEA,2237,320,0057,0,0
2905734,2015,7,1,DL,1542,SEA,JFK,2144,290,0534,0,0
2905784,2015,7,1,B6,264,SEA,JFK,2337,284,0721,0,0
2906236,2015,7,1,DL,2348,ATL,SEA,2340,313,0153,0,0
2906240,2015,7,1,DL,1142,SEA,ATL,2244,260,0604,0,0
2906464,2015,7,1,DL,1306,SEA,ATL,2354,261,0715,0,0
2906547,2015,7,2,DL,2339,SEA,ATL,0049,260,0809,0,0
2907461,2015,7,2,DL,968,SEA,ATL,0606,279,1345,0,0
2907830,2015,7,2,DL,454,JFK,ATL,0625,159,0904,0,0
2908166,2015,7,2,WN,3327,SEA,ATL,0808,289,1557,0,0
2908261,2015,7,2,AA,44,SEA,JFK,0652,298,1450,0,0
2908341,2015,7,2,DL,418,SEA,JFK,0659,301,1500,0,0
2908671,2015,7,2,DL,404,JFK,SEA,0710,356,1006,0,0
2909029,2015,7,2,DL,1598,SEA,ATL,0724,288,1512,0,0
2909260,2015,7,2,DL,432,JFK,ATL,0744,156,1020,0,0
2909810,2015,7,2,DL,2039,ATL,SEA,0817,324,1041,0,0
2909811,2015,7,2,DL,2350,ATL,JFK,0815,125,1020,0,0
2910057,2015,7,2,WN,3670,ATL,SEA,0825,329,1054,0,0
2910319,2015,7,2,DL,1291,SEA,ATL,0844,282,1626,0,0
2910860,2015,7,2,B6,63,JFK,SEA,1201,360,1501,0,0
2911317,2015,7,2,DL,1929,ATL,SEA,0945,313,1158,0,0
2911417,2015,7,2,DL,843,ATL,JFK,0950,141,1211,0,0
2911604,2015,7,2,AS,746,SEA,ATL,0956,272,1728,0,0
2912167,2015,7,2,DL,1781,SEA,ATL,1032,271,1803,0,0
2912438,2015,7,2,DL,475,JFK,SEA,1045,357,1342,0,0
2912795,2015,7,2,DL,967,ATL,SEA,1103,331,1334,0,0
2912956,2015,7,2,DL,1473,SEA,JFK,1113,300,1913,0,0
2913543,2015,7,2,DL,1750,SEA,ATL,1159,272,1931,0,0
2913814,2015,7,2,DL,478,ATL,JFK,1207,123,1410,0,0
2914726,2015,7,2,DL,495,JFK,ATL,1352,152,1624,0,0
2914902,2015,7,2,B6,464,SEA,JFK,1552,302,2354,0,0
2915642,2015,7,2,DL,2329,ATL,SEA,1354,332,1626,0,0
2916214,2015,7,2,DL,663,SEA,ATL,1435,275,2210,0,0
2916459,2015,7,2,DL,1109,SEA,JFK,1444,312,2256,0,0
2917441,2015,7,2,DL,1394,ATL,JFK,1547,140,1807,0,0
2917534,2015,7,2,DL,419,JFK,SEA,1544,360,1844,0,0
2917536,2015,7,2,DL,486,JFK,ATL,1545,131,1756,0,0
2918233,2015,7,2,DL,2188,ATL,SEA,1630,329,1859,0,0
2919422,2015,7,2,B6,263,JFK,SEA,1727,377,2044,0,0
2919599,2015,7,2,DL,970,ATL,SEA,1822,316,2038,0,0
2919696,2015,7,2,DL,1419,ATL,JFK,1800,130,2010,0,0
2919704,2015,7,2,DL,2595,JFK,ATL,1752,142,2014,0,0
2920349,2015,7,2,AA,45,JFK,SEA,1841,376,2157,0,0
2920729,2015,7,2,DL,442,JFK,SEA,1846,369,2155,0,0
2920807,2015,7,2,AS,745,ATL,SEA,1855,317,2112,0,0
2920949,2015,7,2,DL,1164,ATL,SEA,1927,351,2218,0,0
2921539,2015,7,2,DL,2572,JFK,ATL,1952,157,2229,0,0
2922457,2015,7,2,DL,1085,ATL,JFK,2107,126,2313,0,0
2922720,2015,7,2,DL,408,JFK,SEA,2241,349,0130,0,0
2922954,2015,7,2,DL,2821,ATL,SEA,2207,308,0015,0,0
2923134,2015,7,2,DL,1542,SEA,JFK,2144,310,0554,0,0
2923186,2015,7,2,B6,264,SEA,JFK,2202,312,0614,0,0
2923665,2015,7,2,DL,2348,ATL,SEA,2248,313,0101,0,0
2923666,2015,7,2,DL,1142,SEA,ATL,2325,278,0703,0,0
2923897,2015,7,2,DL,1306,SEA,ATL,2355,285,0740,0,0
2923934,2015,7,2,DL,1948,SEA,JFK,0005,306,0811,0,0
2923982,2015,7,3,DL,2339,SEA,ATL,0120,287,0907,0,0
2924835,2015,7,3,DL,968,SEA,ATL,0608,283,1351,0,0
2925175,2015,7,3,DL,454,JFK,ATL,0816,167,1103,0,0
2925488,2015,7,3,WN,3327,SEA,ATL,0657,287,1444,0,0
2925574,2015,7,3,AA,44,SEA,JFK,0657,315,1512,0,0
2925963,2015,7,3,DL,439,JFK,SEA,0709,347,0956,0,0
2926280,2015,7,3,DL,1598,SEA,ATL,0727,293,1520,0,0
2926502,2015,7,3,DL,426,JFK,ATL,0744,185,1049,0,0
2927059,2015,7,3,DL,2039,ATL,SEA,0818,317,1035,0,0
2927060,2015,7,3,DL,2350,ATL,JFK,0826,140,1046,0,0
2927271,2015,7,3,WN,884,ATL,SEA,0824,382,1146,0,0
2927518,2015,7,3,DL,1291,SEA,ATL,0846,269,1615,0,0
2927847,2015,7,3,B6,63,JFK,SEA,0900,365,1205,0,0
2928462,2015,7,3,DL,1929,ATL,SEA,1023,300,1223,0,0
2928536,2015,7,3,DL,843,ATL,JFK,1241,134,1455,0,0
2928714,2015,7,3,AS,746,SEA,ATL,1013,280,1753,0,0
2929453,2015,7,3,DL,475,JFK,SEA,1042,328,1310,0,0
2929775,2015,7,3,DL,967,ATL,SEA,1234,297,1431,0,0
2929922,2015,7,3,DL,1473,SEA,JFK,1113,309,1922,0,0
2930465,2015,7,3,DL,1750,SEA,ATL,1221,270,1951,0,0
2930731,2015,7,3,DL,478,ATL,JFK,1313,147,1540,0,0
2931597,2015,7,3,DL,438,JFK,ATL,1310,130,1520,0,0
2931750,2015,7,3,B6,464,SEA,JFK,1315,313,2128,0,0
2932448,2015,7,3,DL,2329,ATL,SEA,1454,306,1700,0,0
2932911,2015,7,3,DL,663,SEA,ATL,1426,257,2143,0,0
2933114,2015,7,3,DL,1109,SEA,JFK,1447,311,2258,0,0
2933978,2015,7,3,DL,1394,ATL,JFK,1547,125,1752,0,0
2934054,2015,7,3,DL,456,JFK,ATL,1552,154,1826,0,0
2934677,2015,7,3,DL,2188,ATL,SEA,1629,310,1839,0,0
2935604,2015,7,3,B6,263,JFK,SEA,1734,355,2029,0,0
2935779,2015,7,3,DL,1419,ATL,JFK,1751,123,1954,0,0
2935798,2015,7,3,DL,2835,JFK,ATL,1801,142,2023,0,0
2936242,2015,7,3,AA,45,JFK,SEA,2004,355,2259,0,0
2936534,2015,7,3,DL,434,JFK,SEA,1936,347,2223,0,0
2936589,2015,7,3,AS,745,ATL,SEA,1853,309,2102,0,0
2936709,2015,7,3,DL,1164,ATL,SEA,1904,304,2108,0,0
2937066,2015,7,3,DL,2827,JFK,ATL,1940,137,2157,0,0
2937777,2015,7,3,DL,1085,ATL,JFK,2052,136,2308,0,0
2938050,2015,7,3,DL,2821,ATL,SEA,2117,310,2327,0,0
2938166,2015,7,3,DL,1542,SEA,JFK,2137,304,0541,0,0
2938193,2015,7,3,B6,264,SEA,JFK,2146,293,0539,0,0
2938429,2015,7,3,DL,1142,SEA,ATL,2233,259,0552,0,0
2938629,2015,7,4,DL,2339,SEA,ATL,0051,265,0816,0,0
2939252,2015,7,4,DL,968,SEA,ATL,0608,264,1332,0,0
2939330,2015,7,4,DL,454,JFK,ATL,0612,145,0837,0,0
2939715,2015,7,4,WN,3972,SEA,ATL,0646,286,1432,0,0
2939859,2015,7,4,AA,44,SEA,JFK,0700,308,1508,0,0
2940011,2015,7,4,DL,418,SEA,JFK,0702,330,1532,0,0
2940458,2015,7,4,DL,1598,SEA,ATL,0858,266,1624,0,0
2940673,2015,7,4,DL,439,JFK,ATL,0744,140,1004,0,0
2941073,2015,7,4,DL,422,JFK,SEA,0809,342,1051,0,0
2941123,2015,7,4,DL,2350,ATL,JFK,0815,120,1015,0,0
2941126,2015,7,4,DL,2039,ATL,SEA,0826,309,1035,0,0
2941553,2015,7,4,DL,1291,SEA,ATL,0858,265,1623,0,0
2941715,2015,7,4,WN,317,ATL,SEA,0855,325,1120,0,0
2942421,2015,7,4,DL,1929,ATL,SEA,0949,315,1204,0,0
2942507,2015,7,4,DL,843,ATL,JFK,0948,129,1157,0,0
2942633,2015,7,4,AS,746,SEA,ATL,0957,274,1731,0,0
2943043,2015,7,4,DL,1781,SEA,ATL,1032,271,1803,0,0
2943321,2015,7,4,DL,467,JFK,SEA,1043,348,1331,0,0
2943629,2015,7,4,DL,967,ATL,SEA,1105,317,1322,0,0
2943882,2015,7,4,DL,1473,SEA,JFK,1121,326,1947,0,0
2944492,2015,7,4,DL,478,ATL,JFK,1213,129,1422,0,0
2945302,2015,7,4,DL,486,JFK,ATL,1301,154,1535,0,0
2946059,2015,7,4,DL,2329,ATL,SEA,1355,297,1552,0,0
2946509,2015,7,4,DL,663,SEA,ATL,1536,259,2255,0,0
2946665,2015,7,4,DL,1109,SEA,JFK,1440,306,2246,0,0
2947451,2015,7,4,DL,1394,ATL,JFK,1548,160,1828,0,0
2947565,2015,7,4,DL,419,JFK,SEA,1614,344,1858,0,0
2947589,2015,7,4,DL,2813,JFK,ATL,1546,144,1810,0,0
2948054,2015,7,4,DL,2188,ATL,SEA,1633,302,1835,0,0
2948872,2015,7,4,B6,263,JFK,SEA,1731,371,2042,0,0
2949032,2015,7,4,DL,1419,ATL,JFK,1901,136,2117,0,0
2949034,2015,7,4,DL,2790,JFK,ATL,1811,121,2012,0,0
2949404,2015,7,4,AA,45,JFK,SEA,1831,380,2151,0,0
2949642,2015,7,4,DL,427,JFK,SEA,1849,376,2205,0,0
2949677,2015,7,4,AS,745,ATL,SEA,1846,302,2048,0,0
2949781,2015,7,4,DL,1164,ATL,SEA,2156,298,2354,0,0
2950001,2015,7,4,DL,2830,JFK,ATL,1929,145,2154,0,0
2950363,2015,7,4,DL,1363,ATL,SEA,2012,308,2220,0,0
2950570,2015,7,4,DL,1085,ATL,JFK,2034,150,2304,0,0
2950762,2015,7,4,DL,2821,ATL,SEA,2113,302,2315,0,0
2950878,2015,7,4,DL,1542,SEA,JFK,2143,305,0548,0,0
2950901,2015,7,4,B6,264,SEA,JFK,2145,306,0551,0,0
2951061,2015,7,4,DL,1142,SEA,ATL,0050,279,0829,0,0
2951199,2015,7,4,DL,1306,SEA,ATL,2355,281,0736,0,0
2951266,2015,7,5,DL,2339,SEA,ATL,0044,274,0818,0,0
2951946,2015,7,5,DL,968,SEA,ATL,0606,268,1334,0,0
2952248,2015,7,5,DL,454,JFK,ATL,0629,131,0840,0,0
2952512,2015,7,5,WN,3327,SEA,ATL,0651,279,1430,0,0
2952588,2015,7,5,AA,44,SEA,JFK,0656,314,1510,0,0
2952668,2015,7,5,DL,418,SEA,JFK,0657,305,1502,0,0
2952929,2015,7,5,DL,404,JFK,SEA,0728,390,1058,0,0
2953217,2015,7,5,DL,1598,SEA,ATL,0727,271,1458,0,0
2953437,2015,7,5,DL,462,JFK,ATL,0748,140,1008,0,0
2953971,2015,7,5,DL,2039,ATL,SEA,0819,306,1025,0,0
2953972,2015,7,5,DL,2350,ATL,JFK,0813,122,1015,0,0
2954211,2015,7,5,WN,3711,ATL,SEA,0828,329,1057,0,0
2954452,2015,7,5,DL,1291,SEA,ATL,0930,272,1702,0,0
2954785,2015,7,5,B6,63,JFK,SEA,0902,359,1201,0,0
2955409,2015,7,5,DL,1929,ATL,SEA,0943,302,1145,0,0
2955501,2015,7,5,DL,843,ATL,JFK,1006,124,1210,0,0
2955687,2015,7,5,AS,746,SEA,ATL,1021,294,1815,0,0
2956217,2015,7,5,DL,1781,SEA,ATL,1048,288,1836,0,0
2956485,2015,7,5,DL,475,JFK,SEA,1041,351,1332,0,0
2956833,2015,7,5,DL,967,ATL,SEA,1109,300,1309,0,0
2956988,2015,7,5,DL,1473,SEA,JFK,1157,327,2024,0,0
2957571,2015,7,5,DL,1750,SEA,ATL,1224,278,2002,0,0
2957841,2015,7,5,DL,478,ATL,JFK,1203,141,1424,0,0
2958692,2015,7,5,DL,432,JFK,ATL,1258,150,1528,0,0
2958883,2015,7,5,B6,464,SEA,JFK,1324,307,2131,0,0
2959638,2015,7,5,DL,2329,ATL,SEA,1408,300,1608,0,0
2960190,2015,7,5,DL,663,SEA,ATL,1443,268,2211,0,0
2960425,2015,7,5,DL,1109,SEA,JFK,1447,305,2252,0,0
2961380,2015,7,5,DL,1394,ATL,JFK,1541,156,1817,0,0
2961475,2015,7,5,DL,419,JFK,SEA,1553,363,1856,0,0
2961477,2015,7,5,DL,486,JFK,ATL,1646,143,1909,0,0
2962171,2015,7,5,DL,2188,ATL,SEA,1628,301,1829,0,0
2963345,2015,7,5,B6,263,JFK,SEA,1732,376,2048,0,0
2963510,2015,7,5,DL,970,ATL,SEA,1740,296,1936,0,0
2963595,2015,7,5,DL,1419,ATL,JFK,1806,163,2049,0,0
2963602,2015,7,5,DL,2595,JFK,ATL,1750,159,2029,0,0
2964267,2015,7,5,AA,45,JFK,SEA,1825,377,2142,0,0
2964640,2015,7,5,DL,442,JFK,SEA,1849,379,2208,0,0
2964725,2015,7,5,AS,745,ATL,SEA,2023,307,2230,0,0
2964874,2015,7,5,DL,1164,ATL,SEA,1905,302,2107,0,0
2965451,2015,7,5,DL,2572,JFK,ATL,1940,154,2214,0,0
2966389,2015,7,5,DL,1085,ATL,JFK,2056,146,2322,0,0
2966657,2015,7,5,DL,408,JFK,SEA,2130,363,0033,0,0
2966824,2015,7,5,DL,2821,ATL,SEA,2114,316,2330,0,0
2967087,2015,7,5,DL,1542,SEA,JFK,2156,318,0614,0,0
2967140,2015,7,5,B6,264,SEA,JFK,2150,298,0548,0,0
2967620,2015,7,5,DL,1142,SEA,ATL,2235,271,0606,0,0
2967625,2015,7,5,DL,2348,ATL,SEA,2224,294,0018,0,0
2967867,2015,7,5,DL,1306,SEA,ATL,0006,276,0742,0,0
2967902,2015,7,5,DL,1948,SEA,JFK,0006,321,0827,0,0
2967975,2015,7,6,DL,2339,SEA,ATL,0046,269,0815,0,0
2968906,2015,7,6,DL,968,SEA,ATL,0607,261,1328,0,0
2969264,2015,7,6,DL,454,JFK,ATL,0622,132,0834,0,0
2969603,2015,7,6,WN,3327,SEA,ATL,0650,289,1439,0,0
2969708,2015,7,6,AA,44,SEA,JFK,0700,336,1536,0,0
2969791,2015,7,6,DL,418,SEA,JFK,0656,319,1515,0,0
2970110,2015,7,6,DL,404,JFK,SEA,0721,342,1003,0,0
2970466,2015,7,6,DL,1598,SEA,ATL,0733,268,1501,0,0
2970693,2015,7,6,DL,439,JFK,ATL,0812,140,1032,0,0
2971250,2015,7,6,DL,2350,ATL,JFK,0810,130,1020,0,0
2971258,2015,7,6,DL,2039,ATL,SEA,0826,295,1021,0,0
2971524,2015,7,6,WN,3670,ATL,SEA,0829,320,1049,0,0
2971770,2015,7,6,DL,1291,SEA,ATL,0843,287,1630,0,0
2972111,2015,7,6,B6,63,JFK,SEA,0855,354,1149,0,0
2972769,2015,7,6,DL,1929,ATL,SEA,0943,300,1143,0,0
2972866,2015,7,6,DL,843,ATL,JFK,0950,144,1214,0,0
2973055,2015,7,6,AS,746,SEA,ATL,1024,290,1814,0,0
2973629,2015,7,6,DL,1781,SEA,ATL,1046,269,1815,0,0
2973889,2015,7,6,DL,475,JFK,SEA,1040,345,1325,0,0
2974249,2015,7,6,DL,967,ATL,SEA,1101,304,1305,0,0
2974403,2015,7,6,DL,1473,SEA,JFK,1120,318,1938,0,0
2974998,2015,7,6,DL,1750,SEA,ATL,1202,280,1942,0,0
2975256,2015,7,6,DL,478,ATL,JFK,1211,137,1428,0,0
2976168,2015,7,6,DL,498,JFK,ATL,1311,138,1529,0,0
2976341,2015,7,6,B6,464,SEA,JFK,1354,316,2210,0,0
2977089,2015,7,6,DL,2329,ATL,SEA,1358,312,1610,0,0
2977657,2015,7,6,DL,663,SEA,ATL,1427,301,2228,0,0
2977903,2015,7,6,DL,1109,SEA,JFK,1440,314,2254,0,0
2978887,2015,7,6,DL,1394,ATL,JFK,1557,151,1828,0,0
2978976,2015,7,6,DL,419,JFK,SEA,1609,372,1921,0,0
2978977,2015,7,6,DL,425,JFK,ATL,1630,131,1841,0,0
2979672,2015,7,6,DL,2188,ATL,SEA,1630,310,1840,0,0
2980867,2015,7,6,B6,263,JFK,SEA,1731,372,2043,0,0
2981040,2015,7,6,DL,970,ATL,SEA,1744,295,1939,0,0
2981139,2015,7,6,DL,1419,ATL,JFK,1750,153,2023,0,0
2981287,2015,7,6,DL,431,JFK,ATL,1807,152,2039,0,0
2981787,2015,7,6,AA,45,JFK,SEA,1826,365,2131,0,0
2982149,2015,7,6,DL,455,JFK,SEA,1850,371,2201,0,0
2982240,2015,7,6,AS,745,ATL,SEA,1908,307,2115,0,0
2982398,2015,7,6,DL,1164,ATL,SEA,1908,313,2121,0,0
2982973,2015,7,6,DL,2068,JFK,ATL,1959,162,2241,0,0
2983885,2015,7,6,DL,1085,ATL,JFK,2054,133,2307,0,0
2984151,2015,7,6,DL,408,JFK,SEA,2057,369,0006,0,0
2984315,2015,7,6,DL,2821,ATL,SEA,2113,338,2351,0,0
2984560,2015,7,6,DL,1542,SEA,JFK,2143,291,0534,0,0
2984610,2015,7,6,B6,264,SEA,JFK,2149,306,0555,0,0
2985066,2015,7,6,DL,2348,ATL,SEA,2303,313,0116,0,0
2985071,2015,7,6,DL,1142,SEA,ATL,2229,268,0557,0,0
2985301,2015,7,6,DL,1306,SEA,ATL,2354,268,0722,0,0
2985333,2015,7,6,DL,1948,SEA,JFK,2354,327,0821,0,0
2985382,2015,7,7,DL,2339,SEA,ATL,0048,267,0815,0,0
2986306,2015,7,7,DL,968,SEA,ATL,0606,267,1333,0,0
2986662,2015,7,7,DL,454,JFK,ATL,0626,125,0831,0,0
2986988,2015,7,7,WN,3327,SEA,ATL,0655,295,1450,0,0
2987095,2015,7,7,AA,44,SEA,JFK,0714,337,1551,0,0
2987202,2015,7,7,DL,418,SEA,JFK,0653,337,1530,0,0
2987500,2015,7,7,DL,404,JFK,SEA,0709,363,1012,0,0
2987855,2015,7,7,DL,1598,SEA,ATL,0735,280,1515,0,0
2988093,2015,7,7,DL,426,JFK,ATL,0743,123,0946,0,0
2988643,2015,7,7,DL,2039,ATL,SEA,0817,303,1020,0,0
2988650,2015,7,7,DL,2350,ATL,JFK,0813,126,1019,0,0
2988906,2015,7,7,WN,3670,ATL,SEA,0828,323,1051,0,0
2989157,2015,7,7,DL,1291,SEA,ATL,0844,290,1634,0,0
2989502,2015,7,7,B6,63,JFK,SEA,0937,362,1239,0,0
2990154,2015,7,7,DL,1929,ATL,SEA,0941,325,1206,0,0
2990261,2015,7,7,DL,843,ATL,JFK,0950,121,1151,0,0
2990440,2015,7,7,AS,746,SEA,ATL,0955,280,1735,0,0
2991006,2015,7,7,DL,1781,SEA,ATL,1039,282,1821,0,0
2991276,2015,7,7,DL,475,JFK,SEA,1040,352,1332,0,0
2991630,2015,7,7,DL,967,ATL,SEA,1104,313,1317,0,0
2991783,2015,7,7,DL,1473,SEA,JFK,1314,294,2108,0,0
2992366,2015,7,7,DL,1750,SEA,ATL,1212,269,1941,0,0
2992631,2015,7,7,DL,478,ATL,JFK,1209,143,1432,0,0
2993535,2015,7,7,DL,439,JFK,ATL,1301,156,1537,0,0
2993696,2015,7,7,B6,464,SEA,JFK,1552,293,2345,0,0
2994442,2015,7,7,DL,2329,ATL,SEA,1354,314,1608,0,0
2995001,2015,7,7,DL,663,SEA,ATL,1424,292,2216,0,0
2995238,2015,7,7,DL,1109,SEA,JFK,1459,295,2254,0,0
2996313,2015,7,7,DL,419,JFK,SEA,1545,389,1914,0,0
2996314,2015,7,7,DL,486,JFK,ATL,1610,144,1834,0,0
2996434,2015,7,7,DL,1394,ATL,JFK,1742,148,2010,0,0
2996993,2015,7,7,DL,2188,ATL,SEA,1630,294,1824,0,0
2998179,2015,7,7,B6,263,JFK,SEA,1734,366,2040,0,0
2998359,2015,7,7,DL,970,ATL,SEA,1747,298,1945,0,0
2998452,2015,7,7,DL,2655,JFK,ATL,2135,122,2337,0,0
2998456,2015,7,7,DL,1419,ATL,JFK,1929,135,2144,0,0
2999092,2015,7,7,AA,45,JFK,SEA,1957,382,2319,0,0
2999454,2015,7,7,DL,455,JFK,SEA,1922,369,2231,0,0
